job tile,company name,location,job skills,links,salary
Odoo Developer,Kandil Industries -,"Nasr City, Cairo, Egypt ",Full TimeOn-siteExperienced · 2 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Odoo · Information Technology (IT) · Computer Science · Python,https://wuzzuf.net/jobs/p/YkyH7kvT41xM-Odoo-Developer-Kandil-Industries-Cairo-Egypt,Not Available
Odoo Sales Account Manager,softprimes -,"Nasr City, Cairo, Egypt ",Full TimeHybridEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Sales/Retail · Odoo · python · B2B Sales · B2B · Business Development · Negotiation · Sales Target · CRM,https://wuzzuf.net/jobs/p/TxMUVhDhPVZu-Odoo-Sales-Account-Manager-softprimes-Cairo-Egypt,Not Available
Data Analysis Manager,WUZZUF -,"Maadi, Cairo, Egypt ",Full TimeHybridManager · 7 - 15 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · business · Computer Engineering · Computer Science · Data Analysis · Engineering · Microsoft Excel,https://wuzzuf.net/jobs/p/Sa7NwmU90d5d-Data-Analysis-Manager-WUZZUF-Cairo-Egypt,Not Available
Senior Software Engineer,Code SA Ltd -,"Cambridge, United Kingdom ",Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Python · APIs · Docker · React.js · Flask · FastAPI · Django · Software Development,https://wuzzuf.net/jobs/p/NAJiISu5fQvB-Senior-Software-Engineer-Code-SA-Ltd-Cambridge-United-Kingdom,Not Available
Senior Devops Engineer,Algoriza -,"Giza, Egypt ",Full TimeRemoteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Azure · AWS · Cloud · Computer Science · DevOps · Docker · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/07vWd7p88iEI-Senior-Devops-Engineer-Algoriza-Giza-Egypt,Not Available
Senior Full Stack Engineer,Smicolon GmbH -,"Munich, Germany ",Full TimeRemoteExperienced · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Full Stack · Git · Computer Science · APIs · Information Technology (IT) · Java · JavaScript,https://wuzzuf.net/jobs/p/zFFJkX2grUgW-Senior-Full-Stack-Engineer-Smicolon-GmbH-Munich-Germany,Not Available
Financial Analyst,Confidential -,"Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · males_only · Accounting/Finance · Banking · Analyst/Research · Accounting · Commerce · Analyst · Analysis · Finance · Financial Analysis · Planning,https://wuzzuf.net/jobs/p/mSCM8Sfor8Lf-Financial-Analyst-Cairo-Egypt,Not Available
Engineer-,أكاديمية ابداع للتدريب والاستشارات (Ibdaa Academy) -,"Fleming, Alexandria, Egypt ",Full TimePart TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Computer Science · Engineering · Information Technology (IT) · Arduino · Python · Teaching · Development · Software Development,https://wuzzuf.net/jobs/p/TUbDBSUy0C7A-Engineer--أكاديمية-ابداع-للتدريب-والاستشارات-Ibdaa-Academy-Alexandria-Egypt,Not Available
Software Engineer - Python and K8s,Canonical -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Engineering · Computer Engineering · Software,https://wuzzuf.net/jobs/p/g/Udm7aAwEOzLb-Software-Engineer---Python-and-K8s-Canonical-Riyadh-Saudi-Arabia,Not Available
AI Engineer,Quantanite -,"Maadi, Cairo, Egypt ",Full TimeOn-siteExperienced · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · Algorithms · Computer Science · Information Technology (IT) · Engineering · Python · Software,https://wuzzuf.net/jobs/p/iEshzfRXs8Sv-AI-Engineer-Quantanite-Cairo-Egypt,Not Available
Assembly Process Engineer,Groupe- Atlantic -,"10th of Ramadan City, Cairo, Egypt ",Full TimeOn-siteExperienced · 1 - 2 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Production · Process · Manufacturing · Process Improvement · Python · Six Sigma,https://wuzzuf.net/jobs/p/lsHCuvkA7kNl-Assembly-Process-Engineer-Groupe--Atlantic-Cairo-Egypt,Not Available
Renewable Energy Engineer,Storlytics  -,"Cairo, Egypt ",Full TimeOn-siteEntry Level · 0 - 10 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering - Other · English · AutoCAD · Electrical Engineering · Renewable Energy · Power · PVsyst · Python,https://wuzzuf.net/jobs/p/4YaAOLdnDBef-Renewable-Energy-Engineer-Storlytics-Cairo-Egypt,Not Available
AI Solutions Architect,Get AI Driven -,"Cairo, Egypt ",Full TimeRemoteExperienced · 5 - 15 Yrs of Exp · IT/Software Development · AI · Architecture · Computer Engineering · APIs · Computer Science · DevOps · Engineering · English · JavaScript,https://wuzzuf.net/jobs/p/NvNlX163ebd3-AI-Solutions-Architect-Get-AI-Driven-Cairo-Egypt,Not Available
Senior Linux System Administrator,TopLine  -,"Cairo, Egypt ",Full TimeRemoteExperienced · 4+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Science · Information Technology (IT) · Linux · Maintenance · SQL · System Administration,https://wuzzuf.net/jobs/p/zRc6c8RWsqyW-Senior-Linux-System-Administrator-TopLine-Cairo-Egypt,Not Available
Odoo Developer,Jessour Misr -,"Abu Rawash, Giza, Egypt ",Full TimeOn-siteExperienced · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ERP · Computer Science · Information Technology (IT) · Python · Odoo · Development,https://wuzzuf.net/jobs/p/aRCztVmcIIRM-Odoo-Developer-Jessour-Misr-Giza-Egypt,Not Available
Senior Developer/Manager (Full-Stack + ML Ops),My Business Care Team -,"Cairo, Egypt ",Full TimeRemoteManager · 5 - 15 Yrs of Exp · IT/Software Development · AWS · Information Technology (IT) · Software · Software Development · DevOps · Cloud · Lambda · EC2 · DynamoDB,https://wuzzuf.net/jobs/p/SY4v8o8V7qxZ-Senior-DeveloperManager-Full-Stack-ML-Ops-My-Business-Care-Team-Cairo-Egypt,Not Available
AWS / Amazon Connect Specialist,My Business Care Team -,"Cairo, Egypt ",Full TimeRemoteExperienced · 3 - 10 Yrs of Exp · IT/Software Development · AWS · Information Technology (IT) · Python · Node.js · PHP · RESTful APIs · PostgreSQL · Amazon Web Services,https://wuzzuf.net/jobs/p/u1UoQ5HKkmBV-AWS-Amazon-Connect-Specialist-My-Business-Care-Team-Cairo-Egypt,Not Available
Technical Team Lead,ECC Group -,"Nasr City, Cairo, Egypt ",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Business Development · IT/Software Development · Computer Science · Development · Engineering · Information Technology (IT) · Java · JavaScript · Management · Programming,https://wuzzuf.net/jobs/p/MfKxNDuXRDnj-Technical-Team-Lead-ECC-Group-Cairo-Egypt,Not Available
Frappe & ERPNext Developer,Confidential -,"Riyadh, Saudi Arabia ",Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · jQuery · JavaScript · HTML · erpnext · CSS · Computer Science,https://wuzzuf.net/jobs/p/sW0qJDzw2Zyb-Frappe-ERPNext-Developer-Riyadh-Saudi-Arabia,Not Available
Senior AI Developer,Global Brands -,"New Cairo, Cairo, Egypt ",Full TimeHybridExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · APIs · Information Technology (IT) · Python · Java · Software Development · Software · Computer Science,https://wuzzuf.net/jobs/p/RJDgdLwlGYTJ-Senior-AI-Developer-Global-Brands-Cairo-Egypt,Not Available
Full stack developer [PHP - Laravel],Confidential -,"New Cairo, Cairo, Egypt ",Full TimeOn-siteExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Information Technology (IT) · Software Engineering · PHP · Python · Software,https://wuzzuf.net/jobs/p/SjAd33NLbvmB-Full-stack-developer-PHP---Laravel-Cairo-Egypt,Not Available
Manager Data Engineering,SANTECHTURE  -,"Sheraton, Cairo, Egypt ",Full TimeHybridManager · 5 - 8 Yrs of Exp · IT/Software Development · Information Technology (IT) · Design · Computer Science · Engineering · Software · Database SQL Server,https://wuzzuf.net/jobs/p/xlmxpqiv28aw-manager-data-engineering-santechture-cairo-egypt,Not Available
Go (Golang) Software Engineer for Identity Management,Canonical -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Business Development · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Docker · Engineering · Software Development · MongoDB · Software Engineering,https://wuzzuf.net/jobs/p/g/qpk4ei1borop-go-golang-software-engineer-for-identity-management-canonical-riyadh-saudi-arabia,Not Available
"Senior Data Scientist - QuantumBlack, AI by McKinsey","QuantumBlack, AI by McKinsey -","Riyadh, Saudi Arabia ",Full TimeExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · SQL · Python · Engineering · Data Analysis · Software Development,https://wuzzuf.net/jobs/p/g/2xw0y7nwumg0-senior-data-scientist---quantumblack-ai-by-mckinsey-quantumblack-ai-by-mckinsey-riyadh-saudi-arabia,Not Available
Data Engineer,Zomec -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Engineering · Software Engineering · Software Development · SQL,https://wuzzuf.net/jobs/p/g/7lqsp5lltj75-data-engineer-zomec-riyadh-saudi-arabia,Not Available
Research Scientist (AI) - Interactome,GenBio AI -,"Dubai, United Arab Emirates ",Full TimeNot specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · computer science · information technology (it) · engineering · python · research · software engineering · machine learning,https://wuzzuf.net/jobs/p/g/erptsjic5i49-research-scientist-ai---interactome-genbio-ai-dubai-united-arab-emirates,Not Available
Backend Engineer (Laravel),Raad Alfaris Information Technology Co -,"Cairo, Egypt ",Full TimeRemoteExperienced · 4+ Yrs of Exp · IT/Software Development · Laravel · backend · API,https://wuzzuf.net/jobs/p/7xtqpznoakvr-backend-engineer-laravel-raad-alfaris-information-technology-co-cairo-egypt,Not Available
Sr Data Engineer,SANTECHTURE  -,"Sheraton, Cairo, Egypt ",Full TimeHybridExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Medical/Healthcare · Analyst/Research · Big Data · Engineering · Information Technology (IT) · Software Engineering · Troubleshooting · SQL,https://wuzzuf.net/jobs/p/ftd0zh3jscqe-sr-data-engineer-santechture-cairo-egypt,Not Available
"Data Scientist II - Analysis, Lifecycle",talabat -,"Dubai, United Arab Emirates ",Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python · Computer Science · Information Technology (IT) · SQL · Data Science · Machine Learning · Data Scientist,https://wuzzuf.net/jobs/p/g/k7xA6fsKSk11-Data-Scientist-II---Analysis-Lifecycle-talabat-Dubai-United-Arab-Emirates,Not Available
SCIENTIFIC OFFICER (SPECIALIZATION IN WATER TREATMENT ),DIAMOND ALLIANCE SERVICES -,"Kano, Nigeria ",Full TimeOn-siteExperienced · 5+ Yrs of Exp · Other · Scientific Research · Research Analysis,https://wuzzuf.net/jobs/p/yc9ztolpgrgr-scientific-officer-specialization-in-water-treatment-diamond-alliance-services-kano-nigeria,Not Available
Delivery System Operation Manager,Aldabboos Group     -,"Sheraton, Cairo, Egypt ",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Accounting/Finance · Installation/Maintenance/Repair · IT/Software Development · Communication · Information Technology (IT) · System Administration · System administrator · Accounting · Financial Accounting · ERP System,https://wuzzuf.net/jobs/p/4jwfMCqIXEQP-Delivery-System-Operation-Manager-Aldabboos-Group-Cairo-Egypt,Not Available
Software Engineering Internship,Koinz -,"Maadi, Cairo, Egypt ",InternshipHybridEntry Level · IT/Software Development · Computer Science · Algorithms · Information Technology (IT) · Programming · Software Development · Software Engineering,https://wuzzuf.net/internship/glgk8kptubyz-software-engineering-internship-koinz-cairo-egypt,Not Available
Junior Full-Stack Developer (React.js + PHP) - Alexandria,scandiweb -,"Alexandria, Egypt ",Full TimeRemoteEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · React.js · Vue.js · Magento · CSS · MySQL · GraphQL · JS,https://wuzzuf.net/jobs/p/1b11dzbee9pg-junior-full-stack-developer-reactjs-php---alexandria-scandiweb-alexandria-egypt,Not Available
Software Engineer II -Backend,talabat -,"Dubai, United Arab Emirates ",Full TimeEntry Level · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Engineering · Computer Science · Software Development · Engineering · AWS · Java · SQL,https://wuzzuf.net/jobs/p/g/EsZSFd0Ei06l-Software-Engineer-II--Backend-talabat-Dubai-United-Arab-Emirates,Not Available
Odoo Function Consultant,ABELA -,"Giza, Egypt ",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Computer Science · ERP · Information Technology (IT) · Odoo · Consultant,https://wuzzuf.net/jobs/p/ha0hfyr4u2ov-odoo-function-consultant-abela-giza-egypt,Not Available
Senior Devops Engineer,Aliaict -,"Nasr City, Cairo, Egypt ",Full TimeHybridExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · DevOps · Devops Engineer · Information Technology (IT) · Software Development · Cloud · Communication,https://wuzzuf.net/jobs/p/hn98dlev5m2r-senior-devops-engineer-aliaict-cairo-egypt,Not Available
Unity Technical Artist,Confidential -,"Sheikh Zayed, Giza, Egypt ",Full TimeRemoteExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Game development · Game engine · mobile games · Unity Developer · Casual Hyper/Hybrid Games · Games · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/ikqvsq0hrack-unity-technical-artist-giza-egypt,Not Available
"Data Scientist, Business",The Rundown AI -,"Dubai, United Arab Emirates ",Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Python · SQL · Data Science · Data Analysis · Data Scientist,https://wuzzuf.net/jobs/p/g/6ghDEc184o5h-Data-Scientist-Business-The-Rundown-AI-Dubai-United-Arab-Emirates,Not Available
Devops Engineer,Aloha Dot for software development and financial services -,"Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Trello · CI/CD · Computer Science · DevOps · AWS · Information Technology (IT) · Software Development,https://wuzzuf.net/jobs/p/5ldo2luvh66c-devops-engineer-aloha-dot-for-software-development-and-financial-services-cairo-egypt,Not Available
Embedded and IoT Engineer (Intern),Lotus Power -,"Maadi, Cairo, Egypt ",Part TimeHybridStudent · 1 - 3 Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · IOT · Cloud · Computer Science · embedded · Engineering · Hardware · Computer Engineering,https://wuzzuf.net/jobs/p/noofncwnsqmi-embedded-and-iot-engineer-intern-lotus-power-cairo-egypt,Not Available
QA Engineer,IKEN Technology -,"Maadi, Cairo, Egypt ",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · Computer Science · QA · QC · quality · Quality Assurance · Quality Control,https://wuzzuf.net/jobs/p/6eqho2o92qyr-qa-engineer-iken-technology-cairo-egypt,Not Available
Network Instructor,MICA -,"Haram, Giza, Egypt ",Full TimeOn-siteEntry Level · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Teaching · Information Technology (IT) · Electronics · Engineering · Network · Networking,https://wuzzuf.net/jobs/p/yivboyhwn9i4-network-instructor-mica-giza-egypt,Not Available
Coding Expertise for AI Training,Outlier -,"Riyadh, Saudi Arabia ",Freelance / ProjectEntry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · information technology (it) · computer science · software development · computer engineering · python · java · javascript,https://wuzzuf.net/jobs/p/g/r5mBY2h6LQif-Coding-Expertise-for-AI-Training-Outlier-Riyadh-Saudi-Arabia,Not Available
AI Architect / Developer,TRIMETIS -,"Maadi, Cairo, Egypt ",Full TimeHybridExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AI · Computer Science · Information Technology (IT) · Software · Java · PostgreSQL · Engineering · Software Development,https://wuzzuf.net/jobs/p/uezyxborahpd-ai-architect-developer-trimetis-cairo-egypt,Not Available
Learning & Development Manager,Raffles Hotels & Resorts -,"Makkah, Saudi Arabia ",Full TimeExperienced · IT/Software Development · Engineering - Telecom/Technology · Education/Teaching · Education · Learning · Training · Information Technology (IT) · Computer Science · Teaching · E-Learning,https://wuzzuf.net/jobs/p/g/dljYuOxmpfSM-Learning-Development-Manager-Raffles-Hotels-Resorts-Makkah-Saudi-Arabia,Not Available
Coding Expertise for AI Training (Simplified Chinese),Outlier -,"Riyadh, Saudi Arabia ",Freelance / ProjectEntry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · information technology (it) · computer science · software development · computer engineering · python · java · javascript,https://wuzzuf.net/jobs/p/g/p6gfVO86rl0U-Coding-Expertise-for-AI-Training-Simplified-Chinese-Outlier-Riyadh-Saudi-Arabia,Not Available
Full Stack Developer,lo la  -,"Rehab City, Cairo, Egypt ",Full TimeRemoteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · JavaScript · AWS · Computer Science · backend · Node.js · MongoDB · Software Development,https://wuzzuf.net/jobs/p/7zozhz9slpsd-full-stack-developer-lo-la-cairo-egypt,Not Available
Senior System Engineer,Zewail City -,"6th of October, Giza, Egypt ",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · IT · Communication · Computer Science · Software Development · Information Technology (IT),https://wuzzuf.net/jobs/p/eh8Xiowy7lPm-Senior-System-Engineer-Zewail-City-Giza-Egypt,Not Available
Korean AI Training,Outlier -,"Riyadh, Saudi Arabia ",Freelance / ProjectEntry Level · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · computer science · information technology (it) · engineering · python · ai · technical · artificial intelligence,https://wuzzuf.net/jobs/p/g/p6g32iBrdCNX-Korean-AI-Training-Outlier-Riyadh-Saudi-Arabia,Not Available
Japanese AI Training,Outlier -,"Riyadh, Saudi Arabia ",Freelance / ProjectEntry Level · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · computer science · information technology (it) · engineering · python · ai · japanese · technical,https://wuzzuf.net/jobs/p/g/RFfFyby9Csya-Japanese-AI-Training-Outlier-Riyadh-Saudi-Arabia,Not Available
